"tplace","fplace","id","from","to","fid","tid","fpid","tpi","date","lang","archive","year","flat","flng","tlat","tlng"
" ","Wormditt",3275,"DANTISCUS Ioannes","KOSTKA Stanisław",1,185,207,0,"1547-12-01","German","AAWO",1547,54.115831,20.130606,NA,NA
" ","Preußisch Mark ",4627,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1545-12-31","Low German","AAWO",1545,NA,NA,NA,NA
" ","Löbau",4168,"TOBIE Stephanus","DANTISCUS Ioannes",289,1,15,0,"1539-06-20","Latin","AAWO",1539,51.096229,14.670178,NA,NA
" ","Seeburg ",4928,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,33,0,"1539-04-23","German","GStA PK",1539,51.488541,11.699318,NA,NA
" ","Wiewiórka",3533,"TARNOWSKI Jan Amor","DANTISCUS Ioannes",88,1,118,0,"1532-07-29","Latin","BCz",1532,NA,NA,NA,NA
" ","Kulmsee",5943,"KONOPAT Georg von sr.","DANTISCUS Ioannes",148,1,101,0,"1537-09-18","German","AAWO",1537,52.514148,13.549898,NA,NA
" ","Löbau",5998,"DANTISCUS Ioannes","Gdańsk, town council",1,991,15,0,"1534-04-08","German","APG",1534,51.096229,14.670178,NA,NA
" ","Piotrków",5450,"GÓRSKI Stanisław","DANTISCUS Ioannes",339,1,6,0,"1544-03-15","Latin","B. PAU-PAN",1544,51.405172,19.703024,NA,NA
" ","Valladolid",3837,"DELGADA Isabel","DANTISCUS Ioannes",196,1,40,0,"1537-11-15","Spanish","UUB",1537,41.652251,-4.724532,NA,NA
" ","Wittenberg",1004,"MÜNSTERER Sebaldus","DANTISCUS Ioannes",207,1,73,0,"1533-09-07","Latin","UUB",1533,51.873983,12.627966,NA,NA
" ","Sitzendorf an der Schmida",6253,"DANTISCUS Ioannes","HERBERSTEIN Sigmund von",1,26,421,0,"1532-07-16","Latin","OSK",1532,NA,NA,NA,NA
" ","Wittenberg",43,"LEHMANN Johann","DANTISCUS Ioannes",46,1,73,0,"1537-10-03","Latin","BK",1537,51.873983,12.627966,NA,NA
" ","Wittenberg",447,"LEHMANN Johann","DANTISCUS Ioannes",46,1,73,0,"1537-04-15","Latin","BK",1537,51.873983,12.627966,NA,NA
" ","Kulmsee",4523,"ZEHMEN Martin von","DANTISCUS Ioannes",179,1,101,0,"1538-01-08","Latin","AAWO",1538,52.514148,13.549898,NA,NA
" ","Wodzinek",1440,"Maciej, Abbot in Koronowo","DANTISCUS Ioannes",133,1,179,0,"1536-04-20","Polish","AAWO",1536,NA,NA,NA,NA
" ","Marienburg",5942,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,0,"1538-08-20","German","AAWO",1538,52.172531,9.766577,NA,NA
" ","Piotrków",1834,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,6,0,"1538-02-11","Latin","BCz",1538,51.405172,19.703024,NA,NA
" ","Wola Justowska",3656,"DIETZ Jost Ludwig","DANTISCUS Ioannes",70,1,302,0,"1538-05-22","Latin","BCz",1538,50.061739,19.848662,NA,NA
" ","Pułtusk",1017,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,74,0,"1533-10-11","Latin","AAWO",1533,NA,NA,NA,NA
" ","Löbau",1093,"DANTISCUS Ioannes","WELSER Bartholomäus",1,702,15,0,"1534-01-11","German","BCz",1534,51.096229,14.670178,NA,NA
" ","Löbau",1094,"DANTISCUS Ioannes","CUON Alberto",1,17,15,0,"1534-01-11","German","BCz",1534,51.096229,14.670178,NA,NA
" ","Piotrków",3552,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,6,0,"1533-01-18","Latin","BCz",1533,51.405172,19.703024,NA,NA
" ","Löbau",1723,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,15,0,"1537-09-25","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Löbau",1628,"DANTISCUS Ioannes","HOZJUSZ Stanisław",1,8,15,0,"1537-04-17","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Mechelen",756,"SECUNDUS Ioannes","DANTISCUS Ioannes",57,1,22,0,"1532-02-21","Latin","AAWO",1532,51.025876,4.477536,NA,NA
" ","Löbau",1762,"DANTISCUS Ioannes","GIESE Tiedemann",1,275,15,0,"1537-11-03","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Valladolid",3813,"STROZZI Reynaldus","DANTISCUS Ioannes",6,1,40,0,"1537-07-05","Spanish","BK",1537,41.652251,-4.724532,NA,NA
" ","Löbau",1076,"DANTISCUS Ioannes","GATTENHOFER Christoph",1,15,15,0,"1534-01-07","German","BCz",1534,51.096229,14.670178,NA,NA
" ","Rössel",2254,"Rössel, town council","DANTISCUS Ioannes",1007,1,225,0,"1539-12-19","German","BCz",1539,54.0511516,21.1428897,NA,NA
" ","Rössel",5385,"FERBER Mauritius","DANTISCUS Ioannes",32,1,225,0,"1534-09-06","Latin","AAWO",1534,54.0511516,21.1428897,NA,NA
" ","Valladolid",370,"DANTISCUS Ioannes","Bona  Sforza",1,7,40,0,"1527-08-20","Latin","BCz",1527,41.652251,-4.724532,NA,NA
" ","Löbau",1514,"DANTISCUS Ioannes","Thomas of Bydgoszcz",1,650,15,0,"1536-07-22","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Löbau",4776,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1539-06-09","Latin","AAWO",1539,51.096229,14.670178,NA,NA
" ","Löbau",1603,"DANTISCUS Ioannes","Bona  Sforza",1,7,15,0,"1537-03-16","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Pozaldez",3841,"HERMOSILLA Isabella de","DANTISCUS Ioannes",442,1,190,0,"1538-10-28","Spanish","UUB",1538,NA,NA,NA,NA
" ","Pozaldez",3845,"DELGADA Isabel","DANTISCUS Ioannes",196,1,190,0,"1538-05-25","Spanish","UUB",1538,NA,NA,NA,NA
" ","Löbau",4780,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1539-09-05","Latin","AAWO",1539,51.096229,14.670178,NA,NA
" ","Strasburg in Preussen ",1133,"DZIAŁYŃSKI Mikołaj","DANTISCUS Ioannes",188,1,131,0,"1534-03-18","Polish","AAWO",1534,53.2578925,19.4075638,NA,NA
" ","Wormditt",4102,"DANTISCUS Ioannes","SCHEWECKE Georg",1,33,207,0,"1547-01-29","German","AAWO",1547,54.115831,20.130606,NA,NA
" ","Poznań",3537,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,121,0,"1532-08-10","Latin","BCz",1532,52.406374,16.925168,NA,NA
" ","Rheden",4262,"LUSIAN Johann von","DANTISCUS Ioannes",307,1,181,0,"1536-02-09","German","AAWO",1536,52.057844,9.7871,NA,NA
" ","Valladolid",177,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,40,0,"1523-02-25","Latin","BNW",1523,41.652251,-4.724532,NA,NA
" ","Poznań",1640,"GÓRKA Łukasz","DANTISCUS Ioannes",181,1,121,0,"1537-05-15","Latin","BCz",1537,52.406374,16.925168,NA,NA
" ","Löbau",5410,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,15,0,"1534-10-09","German","GStA PK",1534,51.096229,14.670178,NA,NA
" ","Löbau",1160,"DANTISCUS Ioannes","PERRENOT Nicolas de Granvelle",1,131,15,0,"1534-05-05","Latin","AAWO",1534,51.096229,14.670178,NA,NA
" ","Löbau",3632,"RULANDT Valentinus","DANTISCUS Ioannes",294,1,15,0,"1538-03-27","Latin","BCz",1538,51.096229,14.670178,NA,NA
" ","Thorn",1562,"DANTISCUS Ioannes","Royal Prussia's Council",1,1008,18,0,"1536-11-26","German","BCz",1536,53.01379,18.598444,NA,NA
" ","Venice",6278,"DANTISCUS Ioannes","LOREDAN Leonardo",1,1759,23,0,"1516-07-04","Latin","ASVenezia",1516,45.440847,12.315515,NA,NA
" ","Regensburg",89,"ZZZZZUNK","DANTISCUS Ioannes",943,1,21,0,"1548-08-31","Latin","BCz",1548,49.01343,12.101624,NA,NA
" ","Löbau",1505,"DANTISCUS Ioannes","WOJANOWSKI Fabian",1,42,15,0,"1536-07-15","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Neuhausen ",5443,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,349,0,"1538-05-17","German","AAWO",1538,48.682099,9.275825,NA,NA
" ","Regensburg",773,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,21,0,"1532-04-18","Latin","BNW",1532,49.01343,12.101624,NA,NA
" ","Regensburg",6361,"Ludwig X von Wittelsbach","DANTISCUS Ioannes",540,1,21,0,"1532-06-20","German","BCz",1532,49.01343,12.101624,NA,NA
" ","Löbau",1502,"DANTISCUS Ioannes","FERBER Mauritius",1,32,15,0,"1536-07-10","Latin","",1536,51.096229,14.670178,NA,NA
" ","Lüneburg",1367,"DE SCHEPPER Cornelis","DANTISCUS Ioannes",719,1,174,0,"1535-10-27","Latin","UUB",1535,NA,NA,NA,NA
" ","Rome",6221,"Clement VII","DANTISCUS Ioannes",81,1,7,0,"1523-12-31","Latin","",1523,41.872389,12.48018,NA,NA
" ","Marienburg",4760,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,83,0,"1538-05-16","Latin","AAWO",1538,52.172531,9.766577,NA,NA
" ","Löbau",1466,"DANTISCUS Ioannes","PŁOTOWSKI Mikołaj",1,340,15,0,"1536-05-31","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Löbau",5426,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,15,0,"1532-11-11","German","GStA PK",1532,51.096229,14.670178,NA,NA
" ","Venice",811,"PETRI Guido Anderlechtensis","DANTISCUS Ioannes",178,1,23,0,"1532-08-01","Latin","AAWO",1532,45.440847,12.315515,NA,NA
" ","Regensburg",774,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,21,0,"1532-04-18","Latin","BNW",1532,49.01343,12.101624,NA,NA
" ","Thorn",5579,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1537-06-26","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Leipzig",1571,"MEYENDORN Martin","DANTISCUS Ioannes",254,1,95,0,"1537-01-03","Latin","AAWO",1537,51.339696,12.373075,NA,NA
" ","Tordesillas",219,"GATTINARA Mercurino Arborio di","DANTISCUS Ioannes",23,1,44,0,"1524-10-10","Latin","UUB",1524,NA,NA,NA,NA
" ","Marienburg",4234,"Marienburg, town council","DANTISCUS Ioannes",1004,1,83,0,"1534-02-21","German","AAWO",1534,52.172531,9.766577,NA,NA
" ","Vienna",2070,"WEZE Johan","DANTISCUS Ioannes",82,1,42,0,"1539-02-06","Latin","UUB",1539,48.208174,16.373819,NA,NA
" ","Vilnius",1369,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,8,0,"1535-11-13","Latin","AAWO",1535,54.687156,25.279651,NA,NA
" ","Löbau",5406,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,15,0,"1534-08-17","German","GStA PK",1534,51.096229,14.670178,NA,NA
" ","Löbau",1755,"DANTISCUS Ioannes","WERDEN Johann von",1,9,15,0,"1537-10-27","German","",1537,51.096229,14.670178,NA,NA
" ","Löbau",1777,"DANTISCUS Ioannes","SOBOCKI Tomasz",1,367,15,0,"1537-11-16","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Rheden",5960,"LUSIAN Johann von","DANTISCUS Ioannes",307,1,181,0,"1539-04-21","German","AAWO",1539,52.057844,9.7871,NA,NA
" ","Thorn",2059,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1539-01-23","German","BCz",1539,53.01379,18.598444,NA,NA
" ","Rostock",1429,"HILLEMAN Martin","DANTISCUS Ioannes",720,1,178,0,"1536-03-15","Latin","AAWO",1536,54.092441,12.099147,NA,NA
" ","Vilnius",1239,"Bona  Sforza","DANTISCUS Ioannes",7,1,8,0,"1534-11-18","Latin","BCz",1534,54.687156,25.279651,NA,NA
" ","Marienburg",1674,"KOSTKA Stanisław","DANTISCUS Ioannes",185,1,83,0,"1537-07-14","Latin","AAWO",1537,52.172531,9.766577,NA,NA
" ","Mewe",2231,"BAYSEN Georg von","DANTISCUS Ioannes",144,1,99,0,"1539-10-09","German","BCz",1539,NA,NA,NA,NA
" ","Löbau",1487,"DANTISCUS Ioannes","Maciej, Abbot in Koronowo",1,133,15,0,"1536-06-16","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Löbau",1784,"DANTISCUS Ioannes","CAMPEN Jan van",1,126,15,0,"1537-11-16","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Vilnius",5819,"DANTISCUS Ioannes","Gdańsk, town council",1,991,8,0,"1514-11-13","Low German","APG",1514,54.687156,25.279651,NA,NA
" ","Tyniec",1677,"BRASK Hans","DANTISCUS Ioannes",101,1,192,0,"1537-07-22","Latin","BCz",1537,NA,NA,NA,NA
" ","Rome",20,"COLARDO Ioannes","DANTISCUS Ioannes",35,1,7,0,"1530-11-03","Latin","BK",1530,41.872389,12.48018,NA,NA
" ","Nuremberg",777,"EOBANUS Helius Hessus","DANTISCUS Ioannes",2,1,36,0,"1532-04-23","Latin","UUB",1532,49.45203,11.07675,NA,NA
" ","Nuremberg",783,"EOBANUS Helius Hessus","DANTISCUS Ioannes",2,1,36,0,"1532-05-04","Latin","UUB",1532,49.45203,11.07675,NA,NA
" ","Löbau",1454,"DANTISCUS Ioannes","MAGNUS Ioannes",1,132,15,0,"1536-05-26","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Preußisch Mark ",4315,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1536-11-04","Low German","AAWO",1536,NA,NA,NA,NA
" ","Preußisch Mark ",5469,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,161,0,"1543-02-17","German","GStA PK",1543,NA,NA,NA,NA
" ","Preußisch Mark ",5867,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1536-07-27","German","AAWO",1536,NA,NA,NA,NA
" ","Stuhm ",3754,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,0,"1538-09-07","German","BCz",1538,53.632826,10.102875,NA,NA
" ","Thorn",6087,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1537-10-20","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Thorn",1670,"AURIMONTANUS Hieronymus","DANTISCUS Ioannes",4,1,18,0,"1537-07-12","Latin","AAWO",1537,53.01379,18.598444,NA,NA
" ","Szydłowiec",5519,"ZEHMEN Fabian von","DANTISCUS Ioannes",118,1,387,0,"1537-08-27","German","AAWO",1537,NA,NA,NA,NA
" ","Vienna",922,"DE SCHEPPER Cornelis","DANTISCUS Ioannes",719,1,42,0,"1533-03-27","Latin","UUB",1533,48.208174,16.373819,NA,NA
" ","Preußisch Mark ",5177,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1536-01-27","German","AAWO",1536,NA,NA,NA,NA
" ","Vienna",1043,"WEZE Johan","DANTISCUS Ioannes",82,1,42,0,"1533-11-15","Latin","UUB",1533,48.208174,16.373819,NA,NA
" ","Preußisch Mark ",5564,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1537-04-04","German","AAWO",1537,NA,NA,NA,NA
" ","Löbau",4770,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1539-04-30","Latin","AAWO",1539,51.096229,14.670178,NA,NA
" ","Preußisch Mark ",3760,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1536-08-27","German","BCz",1536,NA,NA,NA,NA
" ","Preußisch Mark ",3769,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1538-02-02","German","BCz",1538,NA,NA,NA,NA
" ","Löbau",5911,"HANNAU Simon","DANTISCUS Ioannes",425,1,15,0,"1538-02-26","German","AAWO",1538,51.096229,14.670178,NA,NA
" ","Löbau",2223,"Baltazar of Lublin","DANTISCUS Ioannes",319,1,15,0,"1539-09-09","Latin","BCz",1539,51.096229,14.670178,NA,NA
" ","Löbau",3777,"HANNAU Simon","DANTISCUS Ioannes",425,1,15,0,"1538-02-20","German","BCz",1538,51.096229,14.670178,NA,NA
" ","Vilnius",1166,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,8,0,"1534-06-01","Latin","BNW",1534,54.687156,25.279651,NA,NA
" ","Monzón",1711,"WOJANOWSKI Fabian","DANTISCUS Ioannes",42,1,197,0,"1537-09-11","Latin","UUB",1537,41.915765,0.192822,NA,NA
" ","Schönberg ",6046,"POLENTZ Georg von","DANTISCUS Ioannes",718,1,346,0,"1536-07-08","German","AAWO",1536,NA,NA,NA,NA
" ","Löbau",2186,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1539-07-08","Latin","BCz",1539,51.096229,14.670178,NA,NA
" ","Löbau",4763,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1538-08-26","Latin","AAWO",1538,51.096229,14.670178,NA,NA
" ","Vilnius",4467,"CHOJEŃSKI Jan","DANTISCUS Ioannes",100,1,8,0,"1534-03-02","Latin","AAWO",1534,54.687156,25.279651,NA,NA
" ","Stuhm ",1193,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,0,"1534-07-17","German","AAWO",1534,53.632826,10.102875,NA,NA
" ","Preußisch Mark ",2015,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1538-12-15","German","BCz",1538,NA,NA,NA,NA
" ","Thorn",5663,"KNOR Barbara","DANTISCUS Ioannes",14,1,18,0,"1539-05-05","German","AAWO",1539,53.01379,18.598444,NA,NA
" ","Rome",4542,"WYSIECKI Jan","DANTISCUS Ioannes",507,1,7,0,"1535-02-11","Latin","AAWO",1535,41.872389,12.48018,NA,NA
" ","Thorn",2013,"DIETZ Jakob Ludwig","DANTISCUS Ioannes",189,1,18,0,"1538-12-10","German","BCz",1538,53.01379,18.598444,NA,NA
" ","Preußisch Mark ",1241,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1546-08-28","German","AAWO",1546,NA,NA,NA,NA
" ","Rome",4546,"SCORNACO Adolphus de","DANTISCUS Ioannes",508,1,7,0,"1535-06-03","Latin","AAWO",1535,41.872389,12.48018,NA,NA
" ","Vilnius",1535,"Bona  Sforza","DANTISCUS Ioannes",7,1,8,0,"1536-09-03","Latin","BCz",1536,54.687156,25.279651,NA,NA
" ","Preußisch Mark ",5585,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1536-01-16","German","AAWO",1536,NA,NA,NA,NA
" ","Löbau",3665,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1538-05-31","Latin","BCz",1538,51.096229,14.670178,NA,NA
" ","Löbau",4781,"GIESE Tiedemann","DANTISCUS Ioannes",275,1,15,0,"1539-09-09","Latin","AAWO",1539,51.096229,14.670178,NA,NA
" ","Radom",961,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,30,0,"1533-06-16","Latin","BCz",1533,51.402724,21.147133,NA,NA
" ","Székesfehérvár",2076,"ZZZZZUNK","DANTISCUS Ioannes",943,1,671,0,"1539-02-24","German","BCz",1539,NA,NA,NA,NA
" ","Thorn",3764,"ECK Anna","DANTISCUS Ioannes",422,1,18,0,"1538-12-26","German","BCz",1538,53.01379,18.598444,NA,NA
" ","Thorn",4245,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1534-07-18","German","AAWO",1534,53.01379,18.598444,NA,NA
" ","Vilnius",1026,"Bona  Sforza","DANTISCUS Ioannes",7,1,8,0,"1533-10-31","Latin","BCz",1533,54.687156,25.279651,NA,NA
" ","Löbau",1873,"RULANDT Valentinus","DANTISCUS Ioannes",294,1,15,0,"1538-07-13","Latin","AAWO",1538,51.096229,14.670178,NA,NA
" ","Valladolid",222,"DANTISCUS Ioannes","SZYDŁOWIECKI Mikołaj",1,110,40,0,"1524-11-12","Latin","BNW",1524,41.652251,-4.724532,NA,NA
" ","Löbau",1425,"DANTISCUS Ioannes","PLATEN Mathias",1,37,15,0,"1536-03-05","German","BCz",1536,51.096229,14.670178,NA,NA
" ","Löbau",1753,"DANTISCUS Ioannes","TYMMERMANN Johann",1,171,15,0,"1537-10-25","Latin","BCz",1537,51.096229,14.670178,NA,NA
" ","Preußisch Mark ",5903,"WERDEN Johann von","DANTISCUS Ioannes",9,1,161,0,"1538-01-15","German","AAWO",1538,NA,NA,NA,NA
" ","Löbau",3859,"DANTISCUS Ioannes","WOLSKI Paweł",1,281,15,0,"1537-04-17","Latin","AAWO",1537,51.096229,14.670178,NA,NA
" ","Szydłów",1694,"Bona  Sforza","DANTISCUS Ioannes",7,1,194,0,"1537-08-27","Latin","BCz",1537,NA,NA,NA,NA
" ","Regensburg",809,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,21,0,"1532-07-07","Latin","BCz",1532,49.01343,12.101624,NA,NA
" ","Löbau",1548,"DANTISCUS Ioannes","CHOJEŃSKI Jan",1,100,15,0,"1536-10-20","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Pułtusk",1876,"GAMRAT Piotr","DANTISCUS Ioannes",103,1,74,0,"1538-07-20","Latin","BCz",1538,NA,NA,NA,NA
" ","Vilnius",3594,"ALIFIO Lodovico","DANTISCUS Ioannes",105,1,8,0,"1535-05-06","Latin","BCz",1535,54.687156,25.279651,NA,NA
" ","Pułtusk",452,"GAMRAT Piotr","DANTISCUS Ioannes",103,1,74,0,"1538-09-28","Latin","BK",1538,NA,NA,NA,NA
" ","Thorn",1624,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1537-04-10","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Löbau",4932,"DANTISCUS Ioannes","WERDEN Johann von",1,9,15,0,"1534-07-11","German","AAWO",1534,51.096229,14.670178,NA,NA
" ","Pułtusk",874,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,74,0,"1532-12-30","Latin","AAWO",1532,NA,NA,NA,NA
" ","Maastricht",5851,"DEMSTE Franz von","DANTISCUS Ioannes",570,1,92,0,"1531-10-28","German","AAWO",1531,NA,NA,NA,NA
" ","Vilnius",1266,"REYNECK Johann","DANTISCUS Ioannes",197,1,8,0,"1535-01-17","Latin","BCz",1535,54.687156,25.279651,NA,NA
" ","Thorn",1136,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1534-03-27","German","BCz",1534,53.01379,18.598444,NA,NA
" ","Pułtusk",1125,"KRZYCKI Andrzej","DANTISCUS Ioannes",75,1,74,0,"1534-03-05","Latin","AAWO",1534,NA,NA,NA,NA
" ","Piotrków",3622,"TARNOWSKI Jan Amor","DANTISCUS Ioannes",88,1,6,0,"1538-02-16","Latin","BCz",1538,51.405172,19.703024,NA,NA
" ","Thorn",2212,"AURIMONTANUS Hieronymus","DANTISCUS Ioannes",4,1,18,0,"1539-08-17","Latin","BCz",1539,53.01379,18.598444,NA,NA
" ","Puente Duero",5743,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,926,0,"1527-02-25","Latin","BK",1527,NA,NA,NA,NA
" ","Thorn",6007,"Thorn, town council","DANTISCUS Ioannes",1010,1012,18,0,"1533-12-26","German","AAWO",1533,53.01379,18.598444,NA,NA
" ","Thorn",5545,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1537-11-21","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Puppen",5552,"Albrecht I von Hohenzollern-Ansbach","DANTISCUS Ioannes",18,1,373,0,"1537-12-22","German","AAWO",1537,48.080959,11.680946,NA,NA
" ","Plymouth",6225,"DANTISCUS Ioannes","Sigismund I  Jagiellon",1,24,47,0,"1522-11-10","Latin","BJ",1522,NA,NA,NA,NA
" ","Wormditt",3271,"DANTISCUS Ioannes","SCHEWECKE Jakob",1,887,207,0,"1547-11-26","German","AAWO",1547,54.115831,20.130606,NA,NA
" ","Plymouth",254,"DE SCHEPPER Cornelis","DANTISCUS Ioannes",719,1,47,0,"1525-07-06","Latin","",1525,NA,NA,NA,NA
" ","Vilnius",5485,"MACIEJOWSKI Samuel","DANTISCUS Ioannes",38,1,8,0,"1542-04-24","Latin","GStA PK",1542,54.687156,25.279651,NA,NA
" ","Thorn",6300,"KNOR Barbara","DANTISCUS Ioannes",14,1,18,0,"1531-12-19","German","AAWO",1531,53.01379,18.598444,NA,NA
" ","Thorn",6069,"DIETZ Jakob Ludwig","DANTISCUS Ioannes",189,1,18,0,"1537-07-12","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Thorn",6074,"DIETZ Jakob Ludwig","DANTISCUS Ioannes",189,1,18,0,"1537-08-06","German","AAWO",1537,53.01379,18.598444,NA,NA
" ","Neuenburg ",2170,"WERDEN Johann von","DANTISCUS Ioannes",9,1,147,0,"1539-06-26","German","BCz",1539,48.848368,8.587997,NA,NA
" ","Thorn",4214,"Thorn, town council","DANTISCUS Ioannes",1010,1,18,0,"1533-06-02","German","AAWO",1533,53.01379,18.598444,NA,NA
" ","Vilnius",4169,"Sigismund I  Jagiellon","BAYSEN Georg von",24,960,8,0,"1534-01-24","Latin","BNW",1534,54.687156,25.279651,NA,NA
" ","Płock",1010,"Lucas of Ciechanów","DANTISCUS Ioannes",209,1,78,0,"1533-09-26","Latin","BCz",1533,52.546345,19.706536,NA,NA
" ","Löbau",5404,"DANTISCUS Ioannes","Albrecht I von Hohenzollern-Ansbach",1,18,15,0,"1534-04-14","German","GStA PK",1534,51.096229,14.670178,NA,NA
" ","Toledo",1140,"COMALONGA Juan de","DANTISCUS Ioannes",190,1,46,0,"1534-04-02","Latin","AAWO",1534,39.8622093,-3.9910839,NA,NA
" ","Strasburg in Preussen ",1265,"DZIAŁYŃSKI Mikołaj","DANTISCUS Ioannes",188,1,131,0,"1535-01-17","Low German","AAWO",1535,53.2578925,19.4075638,NA,NA
" ","Vilnius",1316,"Bona  Sforza","DANTISCUS Ioannes",7,1,8,0,"1535-06-14","Latin","BCz",1535,54.687156,25.279651,NA,NA
" ","Löbau",1488,"DANTISCUS Ioannes","Kulm, Chapter",1,998,15,0,"1536-06-16","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Toledo",415,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,46,0,"1528-11-19","Latin","BCz",1528,39.8622093,-3.9910839,NA,NA
" ","Löbau",1497,"DANTISCUS Ioannes","ZZZZZUNK",1,943,15,0,"1536-07-06","Latin","BCz",1536,51.096229,14.670178,NA,NA
" ","Valladolid",174,"DANTISCUS Ioannes","TOMICKI Piotr",1,69,40,0,"1523-02-08","Latin","BNW",1523,41.652251,-4.724532,NA,NA
" ","Strasburg in Preussen ",6161,"DZIAŁYŃSKI Mikołaj","DANTISCUS Ioannes",188,1,131,0,"1537-03-18","German","B. PAU-PAN",1537,53.2578925,19.4075638,NA,NA
" ","Löbau",1588,"DANTISCUS Ioannes","BAYSEN Georg von",1,144,15,0,"1537-03-12","Latin","",1537,51.096229,14.670178,NA,NA
" ","Rome",1623,"AICHLER Stanisław","DANTISCUS Ioannes",282,1,7,0,"1537-04-10","Latin","AAWO",1537,41.872389,12.48018,NA,NA
" ","Vilnius",1327,"Sigismund I  Jagiellon","DANTISCUS Ioannes",24,1,8,0,"1535-07-06","Latin","BNW",1535,54.687156,25.279651,NA,NA
" ","Regensburg",458,"VALDÉS Alfonso de","DANTISCUS Ioannes",59,1,21,0,"1532-04-16","Latin","BCz",1532,49.01343,12.101624,NA,NA
" ","Stuhm ",5866,"ZEHMEN Achatius von","DANTISCUS Ioannes",16,1,132,0,"1539-06-20","German","AAWO",1539,53.632826,10.102875,NA,NA
